,Postal_Code,Color,Station
792,8064AA,ROOD,Zwartsluis
793,8101AA,ORANJE,Raalte
794,8102AA,ORANJE,Raalte
795,8103AA,ORANJE,Raalte
796,8105AA,ORANJE,Raalte
797,8106AA,ORANJE,Raalte
798,8107AA,ORANJE,Raalte
799,8111AA,ORANJE,Raalte
800,8112AA,ORANJE,Raalte
801,8121AA,ORANJE,Olst
802,8124AA,ORANJE,Raalte
803,8131AA,ORANJE,Olst
804,8141AA,ORANJE,Raalte
805,8151AA,ORANJE,Raalte
806,8152AA,ORANJE,Raalte
807,8261AA,ROOD,Kampen
808,8262AA,ROOD,Kampen
809,8263AA,ROOD,Kampen
810,8265AA,ROOD,Kampen
811,8266AA,ROOD,Kampen
812,8267AA,ROOD,IJsselmuiden
813,8271AA,ROOD,IJsselmuiden
814,8274AA,ROOD,IJsselmuiden
815,8275AA,ROOD,Zwolle Frankhuisweg
816,8276AA,ROOD,Kampen
817,8277AA,ROOD,IJsselmuiden
818,8278AA,ROOD,Kampen
819,8281AA,ROOD,Zwartsluis
820,8325AA,ROOD,Vollenhove
821,8326AA,ROOD,Vollenhove
822,8355AA,ROOD,Steenwijk
823,8375AA,ROOD,Steenwijk
824,8381AA,ROOD,BEILEN
825,9301AA,GEEL,Vierverlaten 20kV
826,9302AA,GEEL,Vierverlaten 20kV
827,9312AA,GEEL,Vierverlaten 20kV
828,9321AA,GEEL,Vierverlaten 20kV
829,9331AA,GEEL,ZEIJERVEEN
830,9341AA,GEEL,ZEIJERVEEN
831,9351AA,GEEL,Vierverlaten 20kV
832,9354AA,GEEL,Vierverlaten 20kV
833,9356AA,GEEL,Vierverlaten 20kV
834,9363AA,GEEL,Vierverlaten 20kV
835,9401AA,GEEL,MARSDIJK
836,9402AA,GEEL,ZEIJERVEEN
837,9403AA,GEEL,MARSDIJK
838,9404AA,GEEL,MARSDIJK
839,9406AA,GEEL,ZEIJERVEEN
840,9407AA,GEEL,MARSDIJK
841,9408AA,GEEL,ZEIJERVEEN
842,9411AA,ROOD,BEILEN
843,9412AA,ROOD,BEILEN
844,9413AA,ROOD,BEILEN
845,9414AA,ROOD,BEILEN
846,9422AA,GEEL,ZEIJERVEEN
847,9431AA,ROOD,BEILEN
848,9451AA,GEEL,MARSDIJK
849,9468AA,ROOD,Kropswolde
850,9471AA,ROOD,Kropswolde
851,9481AA,GEEL,MARSDIJK
852,9491AA,GEEL,ZEIJERVEEN
853,9501AA,ROOD,STADSKANAAL
854,9502AA,ROOD,STADSKANAAL
855,9503AA,ROOD,STADSKANAAL
856,9541AA,GEEL,Meeden 20kV
857,9551AA,ROOD,MUSSELKANAAL ZANDBERG
858,9561AA,ROOD,MUSSELKANAAL ZANDBERG
859,9571AA,ROOD,EMMEN WEERDINGE
860,9581AA,ROOD,STADSKANAAL
861,9584AA,ROOD,MUSSELKANAAL ZANDBERG
862,9591AA,GEEL,Meeden 20kV
863,9601AA,ROOD,Kropswolde
864,9602AA,ROOD,Kropswolde
865,9603AA,ROOD,Kropswolde
866,9611AA,ROOD,Kropswolde
867,9613AA,ROOD,Kropswolde
868,9615AA,ROOD,Kropswolde
869,9617AA,ROOD,Kropswolde
870,9621AA,ROOD,Weiwerd 20kV
871,9626AA,ROOD,Weiwerd 20kV
872,9628AA,ROOD,Weiwerd 20kV
873,9635AA,GEEL,Meeden 20kV
874,9636AA,GEEL,Meeden 20kV
875,9641AA,ROOD,Veendam
876,9642AA,ROOD,Veendam
877,9645AA,ROOD,Veendam
878,9646AA,ROOD,Veendam
879,9648AA,ROOD,Veendam
880,9649AA,GEEL,Meeden 20kV
881,9651AA,GEEL,Meeden 20kV
882,9661AA,GEEL,Meeden 20kV
883,9665AA,GEEL,Meeden 20kV
884,9671AA,GEEL,Winschoten
885,9672AA,GEEL,Winschoten
886,9673AA,GEEL,Winschoten
887,9674AA,GEEL,Winschoten
888,9675AA,GEEL,Winschoten
889,9679AA,GEEL,Meeden 20kV
890,9681AA,GEEL,Meeden 20kV
891,9684AA,GEEL,Winschoten
892,9685AA,GEEL,Winschoten
893,9693AA,GEEL,Winschoten
894,9695AA,GEEL,Meeden 20kV
895,9698AA,GEEL,Meeden 20kV
896,9711AA,GEEL,Groningen Bornholmstra
897,9712AA,WIT,Groningen Bloemsingel
898,9713AA,WIT,Groningen Bloemsingel
899,9714AA,WIT,Groningen Bloemsingel
900,9715AA,WIT,Groningen Bloemsingel
901,9716AA,WIT,Groningen Bloemsingel
902,9717AA,WIT,Groningen Bloemsingel
903,9718AA,GEEL,Groningen v. Heemskerc
904,9721AA,GEEL,Groningen Bornholmstra
905,9722AA,GEEL,Groningen Bornholmstra
906,9723AA,GEEL,Groningen Bornholmstra
907,9724AA,GEEL,Groningen Bornholmstra
908,9725AA,GEEL,Groningen Bornholmstra
909,9726AA,GEEL,Groningen Bornholmstra
910,9727AA,GEEL,Groningen v. Heemskerc
911,9728AA,GEEL,Groningen v. Heemskerc
912,9731AA,GEEL,Groningen Bornholmstra
913,9732AA,GEEL,Groningen Bornholmstra
914,9733AA,GEEL,Groningen Bornholmstra
915,9734AA,GEEL,Groningen Bornholmstra
916,9735AA,GEEL,Groningen Bornholmstra
917,9736AA,GEEL,Groningen Bornholmstra
918,9738AA,GEEL,Groningen Bornholmstra
919,9741AA,GEEL,Groningen v. Heemskerc
920,9742AA,GEEL,Groningen v. Heemskerc
921,9743AA,GEEL,Groningen v. Heemskerc
922,9744AA,GEEL,Groningen v. Heemskerc
923,9745AA,GEEL,Groningen v. Heemskerc
924,9746AA,GEEL,Groningen v. Heemskerc
925,9747AA,GEEL,Groningen v. Heemskerc
926,9751AA,GEEL,Groningen Hunze
927,9752AA,GEEL,Groningen Hunze
928,9753AA,GEEL,Groningen Hunze
929,9756AA,GEEL,Groningen Hunze
930,9761AA,GEEL,Vierverlaten 20kV
931,9765AA,GEEL,Vierverlaten 20kV
932,9771AA,GEEL,Winsum Ranum
933,9781AA,GEEL,Winsum Ranum
934,9785AA,GEEL,Groningen Hunze
935,9791AA,GEEL,Groningen Hunze
936,9801AA,GEEL,Vierverlaten
937,9822AA,GEEL,Vierverlaten 20kV
938,9843AA,GEEL,Vierverlaten 20kV
939,9845AA,GEEL,Vierverlaten 20kV
940,9861AA,GEEL,Vierverlaten 20kV
941,9865AA,GEEL,Vierverlaten 20kV
942,9866AA,GEEL,Vierverlaten 20kV
943,9891AA,GEEL,Winsum Ranum
944,9901AA,ROOD,Weiwerd 20kV
945,9902AA,ROOD,Weiwerd 20kV
946,9903AA,ROOD,Weiwerd 20kV
947,9909AA,GEEL,Eemshaven-Midden 20kV
948,9919AA,ROOD,Weiwerd 20kV
949,9931AA,ROOD,Weiwerd 20kV
950,9932AA,ROOD,Weiwerd 20kV
951,9933AA,ROOD,Weiwerd 20kV
952,9934AA,ROOD,Weiwerd 20kV
953,9944AA,ROOD,Weiwerd 20kV
954,9951AA,GEEL,Winsum Ranum
955,9964AA,GEEL,Winsum Ranum
956,9968AA,GEEL,Winsum Ranum
957,9971AA,GEEL,Winsum Ranum
958,9979AA,GEEL,Winsum Ranum
959,9981AA,GEEL,Eemshaven-Midden 20kV
960,9982AA,GEEL,Eemshaven-Midden 20kV
961,9989AA,GEEL,Winsum Ranum
962,9991AA,GEEL,Winsum Ranum
