,Postal_Code,Color,Station
3525,6591AA,ROOD,GENNEP
3526,6592AA,No Info,No Info
3527,6593AA,No Info,No Info
3528,6594AA,No Info,No Info
3529,6595AA,ROOD,GENNEP
3530,6596AA,ROOD,GENNEP
3531,6597AA,No Info,No Info
3532,6598AA,ROOD,GENNEP
3533,6600AA,No Info,No Info
3534,6601AA,No Info,No Info
3535,6602AA,No Info,No Info
3536,6603AA,No Info,No Info
3537,6604AA,No Info,No Info
3538,6605AA,No Info,No Info
3539,6606AA,No Info,No Info
3540,6607AA,No Info,No Info
3541,6608AA,No Info,No Info
3542,6609AA,No Info,No Info
3543,6610AA,No Info,No Info
3544,6611AA,No Info,No Info
3545,6612AA,No Info,No Info
3546,6613AA,No Info,No Info
3547,6614AA,No Info,No Info
3548,6615AA,No Info,No Info
3549,6616AA,No Info,No Info
3550,6617AA,No Info,No Info
3551,6618AA,No Info,No Info
3552,6619AA,No Info,No Info
3553,6620AA,No Info,No Info
3554,6621AA,No Info,No Info
3555,6622AA,No Info,No Info
3556,6623AA,No Info,No Info
3557,6624AA,No Info,No Info
3558,6625AA,No Info,No Info
3559,6626AA,No Info,No Info
3560,6627AA,No Info,No Info
3561,6628AA,No Info,No Info
3562,6629AA,No Info,No Info
3563,6630AA,No Info,No Info
3564,6631AA,No Info,No Info
3565,6632AA,No Info,No Info
3566,6633AA,No Info,No Info
3567,6634AA,No Info,No Info
3568,6635AA,No Info,No Info
3569,6636AA,No Info,No Info
3570,6637AA,No Info,No Info
3571,6638AA,No Info,No Info
3572,6639AA,No Info,No Info
3573,6640AA,No Info,No Info
3574,6641AA,No Info,No Info
3575,6642AA,No Info,No Info
3576,6643AA,No Info,No Info
3577,6644AA,No Info,No Info
3578,6645AA,No Info,No Info
3579,6646AA,No Info,No Info
3580,6647AA,No Info,No Info
3581,6648AA,No Info,No Info
3582,6649AA,No Info,No Info
3583,6650AA,No Info,No Info
3584,6651AA,No Info,No Info
3585,6652AA,No Info,No Info
3586,6653AA,No Info,No Info
3587,6654AA,No Info,No Info
3588,6655AA,No Info,No Info
3589,6656AA,No Info,No Info
3590,6657AA,No Info,No Info
3591,6658AA,No Info,No Info
3592,6659AA,No Info,No Info
3593,6660AA,No Info,No Info
3594,6661AA,No Info,No Info
3595,6662AA,No Info,No Info
3596,6663AA,No Info,No Info
3597,6664AA,No Info,No Info
3598,6665AA,No Info,No Info
3599,6666AA,No Info,No Info
3600,6667AA,No Info,No Info
3601,6668AA,No Info,No Info
3602,6669AA,No Info,No Info
3603,6670AA,No Info,No Info
3604,6671AA,No Info,No Info
3605,6672AA,No Info,No Info
3606,6673AA,No Info,No Info
3607,6674AA,No Info,No Info
3608,6675AA,No Info,No Info
3609,6676AA,No Info,No Info
3610,6677AA,No Info,No Info
3611,6678AA,No Info,No Info
3612,6679AA,No Info,No Info
3613,6680AA,No Info,No Info
3614,6681AA,No Info,No Info
3615,6682AA,No Info,No Info
3616,6683AA,No Info,No Info
3617,6684AA,No Info,No Info
3618,6685AA,No Info,No Info
3619,6686AA,No Info,No Info
3620,6687AA,No Info,No Info
3621,6688AA,No Info,No Info
3622,6689AA,No Info,No Info
3623,6690AA,No Info,No Info
3624,6691AA,No Info,No Info
3625,6692AA,No Info,No Info
3626,6693AA,No Info,No Info
3627,6694AA,No Info,No Info
3628,6695AA,No Info,No Info
3629,6696AA,No Info,No Info
3630,6697AA,No Info,No Info
3631,6698AA,No Info,No Info
3632,6699AA,No Info,No Info
3633,6700AA,No Info,No Info
3634,6701AA,No Info,No Info
3635,6702AA,No Info,No Info
3636,6703AA,No Info,No Info
3637,6704AA,No Info,No Info
3638,6705AA,No Info,No Info
3639,6706AA,No Info,No Info
3640,6707AA,No Info,No Info
3641,6708AA,No Info,No Info
3642,6709AA,No Info,No Info
3643,6710AA,No Info,No Info
3644,6711AA,No Info,No Info
3645,6712AA,No Info,No Info
3646,6713AA,No Info,No Info
3647,6714AA,No Info,No Info
3648,6715AA,No Info,No Info
3649,6716AA,No Info,No Info
3650,6717AA,No Info,No Info
3651,6718AA,No Info,No Info
3652,6719AA,No Info,No Info
3653,6720AA,No Info,No Info
3654,6721AA,No Info,No Info
3655,6722AA,No Info,No Info
3656,6723AA,No Info,No Info
3657,6724AA,No Info,No Info
3658,6725AA,No Info,No Info
3659,6726AA,No Info,No Info
3660,6727AA,No Info,No Info
3661,6728AA,No Info,No Info
3662,6729AA,No Info,No Info
3663,6730AA,No Info,No Info
3664,6731AA,No Info,No Info
3665,6732AA,No Info,No Info
3666,6733AA,No Info,No Info
3667,6734AA,No Info,No Info
3668,6735AA,No Info,No Info
3669,6736AA,No Info,No Info
3670,6737AA,No Info,No Info
3671,6738AA,No Info,No Info
3672,6739AA,No Info,No Info
3673,6740AA,No Info,No Info
3674,6741AA,No Info,No Info
3675,6742AA,No Info,No Info
3676,6743AA,No Info,No Info
3677,6744AA,No Info,No Info
3678,6745AA,No Info,No Info
3679,6746AA,No Info,No Info
3680,6747AA,No Info,No Info
3681,6748AA,No Info,No Info
3682,6749AA,No Info,No Info
3683,6750AA,No Info,No Info
3684,6751AA,No Info,No Info
3685,6752AA,No Info,No Info
3686,6753AA,No Info,No Info
3687,6754AA,No Info,No Info
3688,6755AA,No Info,No Info
3689,6756AA,No Info,No Info
3690,6757AA,No Info,No Info
3691,6758AA,No Info,No Info
3692,6759AA,No Info,No Info
3693,6760AA,No Info,No Info
3694,6761AA,No Info,No Info
3695,6762AA,No Info,No Info
3696,6763AA,No Info,No Info
3697,6764AA,No Info,No Info
3698,6765AA,No Info,No Info
3699,6766AA,No Info,No Info
3700,6767AA,No Info,No Info
3701,6768AA,No Info,No Info
3702,6769AA,No Info,No Info
3703,6770AA,No Info,No Info
3704,6771AA,No Info,No Info
3705,6772AA,No Info,No Info
3706,6773AA,No Info,No Info
3707,6774AA,No Info,No Info
3708,6775AA,No Info,No Info
3709,6776AA,No Info,No Info
3710,6777AA,No Info,No Info
3711,6778AA,No Info,No Info
3712,6779AA,No Info,No Info
3713,6780AA,No Info,No Info
3714,6781AA,No Info,No Info
3715,6782AA,No Info,No Info
3716,6783AA,No Info,No Info
3717,6784AA,No Info,No Info
3718,6785AA,No Info,No Info
3719,6786AA,No Info,No Info
3720,6787AA,No Info,No Info
3721,6788AA,No Info,No Info
3722,6789AA,No Info,No Info
3723,6790AA,No Info,No Info
3724,6791AA,No Info,No Info
3725,6792AA,No Info,No Info
3726,6793AA,No Info,No Info
3727,6794AA,No Info,No Info
3728,6795AA,No Info,No Info
3729,6796AA,No Info,No Info
3730,6797AA,No Info,No Info
3731,6798AA,No Info,No Info
3732,6799AA,No Info,No Info
3733,6800AA,No Info,No Info
3734,6801AA,No Info,No Info
3735,6802AA,No Info,No Info
3736,6803AA,No Info,No Info
3737,6804AA,No Info,No Info
3738,6805AA,No Info,No Info
3739,6806AA,No Info,No Info
3740,6807AA,No Info,No Info
3741,6808AA,No Info,No Info
3742,6809AA,No Info,No Info
3743,6810AA,No Info,No Info
3744,6811AA,No Info,No Info
3745,6812AA,No Info,No Info
3746,6813AA,No Info,No Info
3747,6814AA,No Info,No Info
3748,6815AA,No Info,No Info
3749,6816AA,No Info,No Info
3750,6817AA,No Info,No Info
3751,6818AA,No Info,No Info
3752,6819AA,No Info,No Info
3753,6820AA,No Info,No Info
3754,6821AA,No Info,No Info
3755,6822AA,No Info,No Info
3756,6823AA,No Info,No Info
3757,6824AA,No Info,No Info
3758,6825AA,No Info,No Info
3759,6826AA,No Info,No Info
3760,6827AA,No Info,No Info
3761,6828AA,No Info,No Info
3762,6829AA,No Info,No Info
3763,6830AA,No Info,No Info
3764,6831AA,No Info,No Info
3765,6832AA,No Info,No Info
3766,6833AA,No Info,No Info
3767,6834AA,No Info,No Info
3768,6835AA,No Info,No Info
3769,6836AA,No Info,No Info
3770,6837AA,No Info,No Info
3771,6838AA,No Info,No Info
3772,6839AA,No Info,No Info
3773,6840AA,No Info,No Info
3774,6841AA,No Info,No Info
3775,6842AA,No Info,No Info
3776,6843AA,No Info,No Info
3777,6844AA,No Info,No Info
3778,6845AA,No Info,No Info
3779,6846AA,No Info,No Info
3780,6847AA,No Info,No Info
3781,6848AA,No Info,No Info
3782,6849AA,No Info,No Info
3783,6850AA,No Info,No Info
3784,6851AA,No Info,No Info
3785,6852AA,No Info,No Info
3786,6853AA,No Info,No Info
3787,6854AA,No Info,No Info
3788,6855AA,No Info,No Info
3789,6856AA,No Info,No Info
3790,6857AA,No Info,No Info
3791,6858AA,No Info,No Info
3792,6859AA,No Info,No Info
3793,6860AA,No Info,No Info
3794,6861AA,No Info,No Info
3795,6862AA,No Info,No Info
3796,6863AA,No Info,No Info
3797,6864AA,No Info,No Info
3798,6865AA,No Info,No Info
3799,6866AA,No Info,No Info
3800,6867AA,No Info,No Info
3801,6868AA,No Info,No Info
3802,6869AA,No Info,No Info
3803,6870AA,No Info,No Info
3804,6871AA,No Info,No Info
3805,6872AA,No Info,No Info
3806,6873AA,No Info,No Info
3807,6874AA,No Info,No Info
3808,6875AA,No Info,No Info
3809,6876AA,No Info,No Info
3810,6877AA,No Info,No Info
3811,6878AA,No Info,No Info
3812,6879AA,No Info,No Info
3813,6880AA,No Info,No Info
3814,6881AA,No Info,No Info
3815,6882AA,No Info,No Info
3816,6883AA,No Info,No Info
3817,6884AA,No Info,No Info
3818,6885AA,No Info,No Info
3819,6886AA,No Info,No Info
3820,6887AA,No Info,No Info
3821,6888AA,No Info,No Info
3822,6889AA,No Info,No Info
3823,6890AA,No Info,No Info
3824,6891AA,No Info,No Info
3825,6892AA,No Info,No Info
3826,6893AA,No Info,No Info
3827,6894AA,No Info,No Info
3828,6895AA,No Info,No Info
3829,6896AA,No Info,No Info
3830,6897AA,No Info,No Info
3831,6898AA,No Info,No Info
3832,6899AA,No Info,No Info
3833,6900AA,No Info,No Info
3834,6901AA,No Info,No Info
3835,6902AA,No Info,No Info
3836,6903AA,No Info,No Info
3837,6904AA,No Info,No Info
3838,6905AA,No Info,No Info
3839,6906AA,No Info,No Info
3840,6907AA,No Info,No Info
3841,6908AA,No Info,No Info
3842,6909AA,No Info,No Info
3843,6910AA,No Info,No Info
3844,6911AA,No Info,No Info
3845,6912AA,No Info,No Info
3846,6913AA,No Info,No Info
3847,6914AA,No Info,No Info
3848,6915AA,No Info,No Info
3849,6916AA,No Info,No Info
3850,6917AA,No Info,No Info
3851,6918AA,No Info,No Info
3852,6919AA,No Info,No Info
3853,6920AA,No Info,No Info
3854,6921AA,No Info,No Info
3855,6922AA,No Info,No Info
3856,6923AA,No Info,No Info
3857,6924AA,No Info,No Info
3858,6925AA,No Info,No Info
3859,6926AA,No Info,No Info
3860,6927AA,No Info,No Info
3861,6928AA,No Info,No Info
3862,6929AA,No Info,No Info
3863,6930AA,No Info,No Info
3864,6931AA,No Info,No Info
3865,6932AA,No Info,No Info
3866,6933AA,No Info,No Info
3867,6934AA,No Info,No Info
3868,6935AA,No Info,No Info
3869,6936AA,No Info,No Info
3870,6937AA,No Info,No Info
3871,6938AA,No Info,No Info
3872,6939AA,No Info,No Info
3873,6940AA,No Info,No Info
3874,6941AA,No Info,No Info
3875,6942AA,No Info,No Info
3876,6943AA,No Info,No Info
3877,6944AA,No Info,No Info
3878,6945AA,No Info,No Info
3879,6946AA,No Info,No Info
3880,6947AA,No Info,No Info
3881,6948AA,No Info,No Info
3882,6949AA,No Info,No Info
3883,6950AA,No Info,No Info
3884,6951AA,No Info,No Info
3885,6952AA,No Info,No Info
3886,6953AA,No Info,No Info
3887,6954AA,No Info,No Info
3888,6955AA,No Info,No Info
3889,6956AA,No Info,No Info
3890,6957AA,No Info,No Info
3891,6958AA,No Info,No Info
3892,6959AA,No Info,No Info
3893,6960AA,No Info,No Info
3894,6961AA,No Info,No Info
3895,6962AA,No Info,No Info
3896,6963AA,No Info,No Info
3897,6964AA,No Info,No Info
3898,6965AA,No Info,No Info
3899,6966AA,No Info,No Info
3900,6967AA,No Info,No Info
3901,6968AA,No Info,No Info
3902,6969AA,No Info,No Info
3903,6970AA,No Info,No Info
3904,6971AA,No Info,No Info
3905,6972AA,No Info,No Info
3906,6973AA,No Info,No Info
3907,6974AA,No Info,No Info
3908,6975AA,No Info,No Info
3909,6976AA,No Info,No Info
3910,6977AA,No Info,No Info
3911,6978AA,No Info,No Info
3912,6979AA,No Info,No Info
3913,6980AA,No Info,No Info
3914,6981AA,No Info,No Info
3915,6982AA,No Info,No Info
3916,6983AA,No Info,No Info
3917,6984AA,No Info,No Info
3918,6985AA,No Info,No Info
3919,6986AA,No Info,No Info
3920,6987AA,No Info,No Info
3921,6988AA,No Info,No Info
3922,6989AA,No Info,No Info
3923,6990AA,No Info,No Info
3924,6991AA,No Info,No Info
3925,6992AA,No Info,No Info
3926,6993AA,No Info,No Info
3927,6994AA,No Info,No Info
3928,6995AA,No Info,No Info
3929,6996AA,No Info,No Info
3930,6997AA,No Info,No Info
3931,6998AA,No Info,No Info
3932,6999AA,No Info,No Info
3933,7000AA,No Info,No Info
3934,7001AA,No Info,No Info
3935,7002AA,No Info,No Info
3936,7003AA,No Info,No Info
3937,7004AA,No Info,No Info
3938,7005AA,No Info,No Info
3939,7006AA,No Info,No Info
3940,7007AA,No Info,No Info
3941,7008AA,No Info,No Info
3942,7009AA,No Info,No Info
3943,7010AA,No Info,No Info
3944,7011AA,No Info,No Info
3945,7012AA,No Info,No Info
3946,7013AA,No Info,No Info
3947,7014AA,No Info,No Info
3948,7015AA,No Info,No Info
3949,7016AA,No Info,No Info
3950,7017AA,No Info,No Info
3951,7018AA,No Info,No Info
3952,7019AA,No Info,No Info
3953,7020AA,No Info,No Info
3954,7021AA,No Info,No Info
3955,7022AA,No Info,No Info
3956,7023AA,No Info,No Info
3957,7024AA,No Info,No Info
3958,7025AA,No Info,No Info
3959,7026AA,No Info,No Info
3960,7027AA,No Info,No Info
3961,7028AA,No Info,No Info
3962,7029AA,No Info,No Info
3963,7030AA,No Info,No Info
3964,7031AA,No Info,No Info
3965,7032AA,No Info,No Info
3966,7033AA,No Info,No Info
3967,7034AA,No Info,No Info
3968,7035AA,No Info,No Info
3969,7036AA,No Info,No Info
3970,7037AA,No Info,No Info
3971,7038AA,No Info,No Info
3972,7039AA,No Info,No Info
3973,7040AA,No Info,No Info
3974,7041AA,No Info,No Info
3975,7042AA,No Info,No Info
3976,7043AA,No Info,No Info
3977,7044AA,No Info,No Info
3978,7045AA,No Info,No Info
3979,7046AA,No Info,No Info
3980,7047AA,No Info,No Info
3981,7048AA,No Info,No Info
3982,7049AA,No Info,No Info
3983,7050AA,No Info,No Info
3984,7051AA,No Info,No Info
3985,7052AA,No Info,No Info
3986,7053AA,No Info,No Info
3987,7054AA,No Info,No Info
3988,7055AA,No Info,No Info
3989,7056AA,No Info,No Info
3990,7057AA,No Info,No Info
3991,7058AA,No Info,No Info
3992,7059AA,No Info,No Info
3993,7060AA,No Info,No Info
3994,7061AA,No Info,No Info
3995,7062AA,No Info,No Info
3996,7063AA,No Info,No Info
3997,7064AA,No Info,No Info
3998,7065AA,No Info,No Info
3999,7066AA,No Info,No Info
4000,7067AA,No Info,No Info
4001,7068AA,No Info,No Info
4002,7069AA,No Info,No Info
4003,7070AA,No Info,No Info
4004,7071AA,No Info,No Info
4005,7072AA,No Info,No Info
4006,7073AA,No Info,No Info
4007,7074AA,No Info,No Info
4008,7075AA,No Info,No Info
4009,7076AA,No Info,No Info
4010,7077AA,No Info,No Info
4011,7078AA,No Info,No Info
4012,7079AA,No Info,No Info
4013,7080AA,No Info,No Info
4014,7081AA,No Info,No Info
4015,7082AA,No Info,No Info
4016,7083AA,No Info,No Info
4017,7084AA,No Info,No Info
4018,7085AA,No Info,No Info
4019,7086AA,No Info,No Info
4020,7087AA,No Info,No Info
4021,7088AA,No Info,No Info
4022,7089AA,No Info,No Info
4023,7090AA,No Info,No Info
4024,7091AA,No Info,No Info
4025,7092AA,No Info,No Info
4026,7093AA,No Info,No Info
4027,7094AA,No Info,No Info
4028,7095AA,No Info,No Info
4029,7096AA,No Info,No Info
4030,7097AA,No Info,No Info
4031,7098AA,No Info,No Info
4032,7099AA,No Info,No Info
4033,7100AA,No Info,No Info
4034,7101AA,No Info,No Info
4035,7102AA,No Info,No Info
4036,7103AA,No Info,No Info
4037,7104AA,No Info,No Info
4038,7105AA,No Info,No Info
4039,7106AA,No Info,No Info
4040,7107AA,No Info,No Info
4041,7108AA,No Info,No Info
4042,7109AA,No Info,No Info
4043,7110AA,No Info,No Info
4044,7111AA,No Info,No Info
4045,7112AA,No Info,No Info
4046,7113AA,No Info,No Info
4047,7114AA,No Info,No Info
4048,7115AA,No Info,No Info
4049,7116AA,No Info,No Info
4050,7117AA,No Info,No Info
4051,7118AA,No Info,No Info
4052,7119AA,No Info,No Info
4053,7120AA,No Info,No Info
4054,7121AA,No Info,No Info
4055,7122AA,No Info,No Info
4056,7123AA,No Info,No Info
4057,7124AA,No Info,No Info
4058,7125AA,No Info,No Info
4059,7126AA,No Info,No Info
4060,7127AA,No Info,No Info
4061,7128AA,No Info,No Info
4062,7129AA,No Info,No Info
4063,7130AA,No Info,No Info
4064,7131AA,No Info,No Info
4065,7132AA,No Info,No Info
4066,7133AA,No Info,No Info
4067,7134AA,No Info,No Info
4068,7135AA,No Info,No Info
4069,7136AA,No Info,No Info
4070,7137AA,No Info,No Info
4071,7138AA,No Info,No Info
4072,7139AA,No Info,No Info
4073,7140AA,No Info,No Info
4074,7141AA,No Info,No Info
4075,7142AA,No Info,No Info
4076,7143AA,No Info,No Info
4077,7144AA,No Info,No Info
4078,7145AA,No Info,No Info
4079,7146AA,No Info,No Info
4080,7147AA,No Info,No Info
4081,7148AA,No Info,No Info
4082,7149AA,No Info,No Info
4083,7150AA,No Info,No Info
4084,7151AA,No Info,No Info
4085,7152AA,No Info,No Info
4086,7153AA,No Info,No Info
4087,7154AA,No Info,No Info
4088,7155AA,No Info,No Info
4089,7156AA,No Info,No Info
4090,7157AA,No Info,No Info
4091,7158AA,No Info,No Info
4092,7159AA,No Info,No Info
4093,7160AA,No Info,No Info
4094,7161AA,No Info,No Info
4095,7162AA,No Info,No Info
4096,7163AA,No Info,No Info
4097,7164AA,No Info,No Info
4098,7165AA,No Info,No Info
4099,7166AA,No Info,No Info
4100,7167AA,No Info,No Info
4101,7168AA,No Info,No Info
4102,7169AA,No Info,No Info
4103,7170AA,No Info,No Info
4104,7171AA,No Info,No Info
4105,7172AA,No Info,No Info
4106,7173AA,No Info,No Info
4107,7174AA,No Info,No Info
4108,7175AA,No Info,No Info
4109,7176AA,No Info,No Info
4110,7177AA,No Info,No Info
4111,7178AA,No Info,No Info
4112,7179AA,No Info,No Info
4113,7180AA,No Info,No Info
4114,7181AA,No Info,No Info
4115,7182AA,No Info,No Info
4116,7183AA,No Info,No Info
4117,7184AA,No Info,No Info
4118,7185AA,No Info,No Info
4119,7186AA,No Info,No Info
4120,7187AA,No Info,No Info
4121,7188AA,No Info,No Info
4122,7189AA,No Info,No Info
4123,7190AA,No Info,No Info
4124,7191AA,No Info,No Info
4125,7192AA,No Info,No Info
4126,7193AA,No Info,No Info
4127,7194AA,No Info,No Info
4128,7195AA,No Info,No Info
4129,7196AA,No Info,No Info
4130,7197AA,No Info,No Info
4131,7198AA,No Info,No Info
4132,7199AA,No Info,No Info
4133,7200AA,No Info,No Info
4134,7201AA,No Info,No Info
4135,7202AA,No Info,No Info
4136,7203AA,No Info,No Info
4137,7204AA,No Info,No Info
4138,7205AA,No Info,No Info
4139,7206AA,No Info,No Info
4140,7207AA,No Info,No Info
4141,7208AA,No Info,No Info
4142,7209AA,No Info,No Info
4143,7210AA,No Info,No Info
4144,7211AA,No Info,No Info
4145,7212AA,No Info,No Info
4146,7213AA,No Info,No Info
4147,7214AA,No Info,No Info
4148,7215AA,No Info,No Info
4149,7216AA,No Info,No Info
4150,7217AA,No Info,No Info
4151,7218AA,No Info,No Info
4152,7219AA,No Info,No Info
4153,7220AA,No Info,No Info
4154,7221AA,No Info,No Info
4155,7222AA,No Info,No Info
4156,7223AA,No Info,No Info
4157,7224AA,No Info,No Info
4158,7225AA,No Info,No Info
4159,7226AA,No Info,No Info
4160,7227AA,No Info,No Info
4161,7228AA,No Info,No Info
4162,7229AA,No Info,No Info
4163,7230AA,No Info,No Info
4164,7231AA,No Info,No Info
4165,7232AA,No Info,No Info
4166,7233AA,No Info,No Info
4167,7234AA,No Info,No Info
4168,7235AA,No Info,No Info
4169,7236AA,No Info,No Info
4170,7237AA,No Info,No Info
4171,7238AA,No Info,No Info
4172,7239AA,No Info,No Info
4173,7240AA,No Info,No Info
4174,7241AA,No Info,No Info
4175,7242AA,No Info,No Info
4176,7243AA,No Info,No Info
4177,7244AA,No Info,No Info
4178,7245AA,No Info,No Info
4179,7246AA,No Info,No Info
4180,7247AA,No Info,No Info
4181,7248AA,No Info,No Info
4182,7249AA,No Info,No Info
4183,7250AA,No Info,No Info
4184,7251AA,No Info,No Info
4185,7252AA,No Info,No Info
4186,7253AA,No Info,No Info
4187,7254AA,No Info,No Info
4188,7255AA,No Info,No Info
4189,7256AA,No Info,No Info
4190,7257AA,No Info,No Info
4191,7258AA,No Info,No Info
4192,7259AA,No Info,No Info
4193,7260AA,No Info,No Info
4194,7261AA,No Info,No Info
4195,7262AA,No Info,No Info
4196,7263AA,No Info,No Info
4197,7264AA,No Info,No Info
4198,7265AA,No Info,No Info
4199,7266AA,No Info,No Info
4200,7267AA,No Info,No Info
4201,7268AA,No Info,No Info
4202,7269AA,No Info,No Info
4203,7270AA,No Info,No Info
4204,7271AA,No Info,No Info
4205,7272AA,No Info,No Info
4206,7273AA,No Info,No Info
4207,7274AA,No Info,No Info
4208,7275AA,No Info,No Info
4209,7276AA,No Info,No Info
4210,7277AA,No Info,No Info
4211,7278AA,No Info,No Info
4212,7279AA,No Info,No Info
4213,7280AA,No Info,No Info
4214,7281AA,No Info,No Info
4215,7282AA,No Info,No Info
4216,7283AA,No Info,No Info
4217,7284AA,No Info,No Info
4218,7285AA,No Info,No Info
4219,7286AA,No Info,No Info
4220,7287AA,No Info,No Info
4221,7288AA,No Info,No Info
4222,7289AA,No Info,No Info
4223,7290AA,No Info,No Info
4224,7291AA,No Info,No Info
4225,7292AA,No Info,No Info
4226,7293AA,No Info,No Info
4227,7294AA,No Info,No Info
4228,7295AA,No Info,No Info
4229,7296AA,No Info,No Info
4230,7297AA,No Info,No Info
4231,7298AA,No Info,No Info
4232,7299AA,No Info,No Info
4233,7300AA,No Info,No Info
4234,7301AA,No Info,No Info
4235,7302AA,No Info,No Info
4236,7303AA,No Info,No Info
4237,7304AA,No Info,No Info
4238,7305AA,No Info,No Info
4239,7306AA,No Info,No Info
4240,7307AA,No Info,No Info
4241,7308AA,No Info,No Info
4242,7309AA,No Info,No Info
4243,7310AA,No Info,No Info
4244,7311AA,No Info,No Info
4245,7312AA,No Info,No Info
4246,7313AA,No Info,No Info
4247,7314AA,No Info,No Info
4248,7315AA,No Info,No Info
4249,7316AA,No Info,No Info
4250,7317AA,No Info,No Info
4251,7318AA,No Info,No Info
4252,7319AA,No Info,No Info
4253,7320AA,No Info,No Info
4254,7321AA,No Info,No Info
4255,7322AA,No Info,No Info
4256,7323AA,No Info,No Info
4257,7324AA,No Info,No Info
4258,7325AA,No Info,No Info
4259,7326AA,No Info,No Info
4260,7327AA,No Info,No Info
4261,7328AA,No Info,No Info
4262,7329AA,No Info,No Info
4263,7330AA,No Info,No Info
4264,7331AA,No Info,No Info
4265,7332AA,No Info,No Info
4266,7333AA,No Info,No Info
4267,7334AA,No Info,No Info
4268,7335AA,No Info,No Info
4269,7336AA,No Info,No Info
4270,7337AA,No Info,No Info
4271,7338AA,No Info,No Info
4272,7339AA,No Info,No Info
4273,7340AA,No Info,No Info
4274,7341AA,No Info,No Info
4275,7342AA,No Info,No Info
4276,7343AA,No Info,No Info
4277,7344AA,No Info,No Info
4278,7345AA,No Info,No Info
4279,7346AA,No Info,No Info
4280,7347AA,No Info,No Info
4281,7348AA,No Info,No Info
4282,7349AA,No Info,No Info
4283,7350AA,No Info,No Info
4284,7351AA,No Info,No Info
4285,7352AA,No Info,No Info
4286,7353AA,No Info,No Info
4287,7354AA,No Info,No Info
4288,7355AA,No Info,No Info
4289,7356AA,No Info,No Info
4290,7357AA,No Info,No Info
4291,7358AA,No Info,No Info
4292,7359AA,No Info,No Info
4293,7360AA,No Info,No Info
4294,7361AA,No Info,No Info
4295,7362AA,No Info,No Info
4296,7363AA,No Info,No Info
4297,7364AA,No Info,No Info
4298,7365AA,No Info,No Info
4299,7366AA,No Info,No Info
4300,7367AA,No Info,No Info
4301,7368AA,No Info,No Info
4302,7369AA,No Info,No Info
4303,7370AA,No Info,No Info
4304,7371AA,No Info,No Info
4305,7372AA,No Info,No Info
4306,7373AA,No Info,No Info
4307,7374AA,No Info,No Info
4308,7375AA,No Info,No Info
4309,7376AA,No Info,No Info
4310,7377AA,No Info,No Info
4311,7378AA,No Info,No Info
4312,7379AA,No Info,No Info
4313,7380AA,No Info,No Info
4314,7381AA,No Info,No Info
4315,7382AA,No Info,No Info
4316,7383AA,No Info,No Info
4317,7384AA,No Info,No Info
4318,7385AA,No Info,No Info
4319,7386AA,No Info,No Info
4320,7387AA,No Info,No Info
4321,7388AA,No Info,No Info
4322,7389AA,No Info,No Info
4323,7390AA,No Info,No Info
4324,7391AA,No Info,No Info
4325,7392AA,No Info,No Info
4326,7393AA,No Info,No Info
4327,7394AA,No Info,No Info
4328,7395AA,No Info,No Info
4329,7396AA,No Info,No Info
4330,7397AA,No Info,No Info
4331,7398AA,No Info,No Info
4332,7400AA,No Info,No Info
4333,7401AA,No Info,No Info
4334,7402AA,No Info,No Info
4335,7403AA,No Info,No Info
4336,7404AA,No Info,No Info
4337,7405AA,No Info,No Info
4338,7406AA,No Info,No Info
4339,7407AA,No Info,No Info
4340,7408AA,No Info,No Info
4341,7409AA,No Info,No Info
4342,7410AA,No Info,No Info
4343,7411AA,ORANJE,Deventer Bergweide
4344,7412AA,ORANJE,Deventer Platvoet
4345,7413AA,ORANJE,Deventer Platvoet
4346,7414AA,No Info,No Info
4347,7415AA,No Info,No Info
4348,7416AA,ORANJE,Deventer Platvoet
4349,7417AA,ORANJE,Deventer Platvoet
4350,7418AA,ORANJE,Deventer Bergweide
4351,7419AA,ORANJE,Deventer Platvoet
4352,7420AA,No Info,No Info
4353,7421AA,ORANJE,Deventer Bergweide
4354,7422AA,No Info,No Info
4355,7423AA,ORANJE,Deventer Bergweide
4356,7424AA,ORANJE,Deventer Bergweide
4357,7425AA,ORANJE,Deventer Bergweide
4358,7426AA,No Info,No Info
4359,7427AA,No Info,No Info
4360,7428AA,No Info,No Info
4361,7429AA,ORANJE,Deventer Bergweide
4362,7430AA,No Info,No Info
4363,7431AA,ORANJE,Deventer Platvoet
4364,7432AA,No Info,No Info
4365,7433AA,ORANJE,Deventer Platvoet
4366,7434AA,No Info,No Info
4367,7435AA,No Info,No Info
4368,7436AA,No Info,No Info
4369,7437AA,ORANJE,Deventer Bergweide
4370,7440AA,No Info,No Info
4371,7441AA,ORANJE,Nijverdal
4372,7442AA,ORANJE,Nijverdal
4373,7443AA,ORANJE,Nijverdal
4374,7444AA,No Info,No Info
4375,7445AA,No Info,No Info
4376,7446AA,No Info,No Info
4377,7447AA,ORANJE,Nijverdal
4378,7448AA,ORANJE,Raalte
4379,7449AA,No Info,No Info
4380,7450AA,No Info,No Info
4381,7451AA,ORANJE,Rijssen
4382,7452AA,No Info,No Info
4383,7453AA,No Info,No Info
4384,7454AA,No Info,No Info
4385,7455AA,No Info,No Info
4386,7456AA,No Info,No Info
4387,7457AA,No Info,No Info
4388,7458AA,No Info,No Info
